Date,Close
2013-05-30,39000.0
2013-05-31,39000.0
2013-06-01,39000.0
2013-06-02,39000.0
2013-06-03,39000.0
2013-06-04,39000.0
2013-06-05,39000.0
2013-06-06,39000.0
2013-06-07,37170.0
2013-06-08,37170.0
2013-06-09,37170.0
2013-06-10,37170.0
2013-06-11,37170.0
2013-06-12,37170.0
2013-06-13,37170.0
2013-06-14,37170.0
2013-06-15,37170.0
2013-06-16,37170.0
2013-06-17,37170.0
2013-06-18,37170.0
2013-06-19,37170.0
2013-06-20,37170.0
2013-06-21,37170.0
2013-06-22,37170.0
2013-06-23,37170.0
2013-06-24,36030.0
2013-06-25,36030.0
2013-06-26,36030.0
2013-06-27,36030.0
2013-06-28,33070.00000000001
2013-06-29,33070.00000000001
2013-06-30,33070.00000000001
2013-07-01,33070.00000000001
2013-07-02,33070.00000000001
2013-07-03,33070.00000000001
2013-07-04,33070.00000000001
2013-07-05,33070.00000000001
2013-07-06,33070.00000000001
2013-07-07,33070.00000000001
2013-07-08,33070.00000000001
2013-07-09,33070.00000000001
2013-07-10,33070.00000000001
2013-07-11,33070.00000000001
2013-07-12,33070.00000000001
2013-07-13,33070.00000000001
2013-07-14,33070.00000000001
2013-07-15,33070.00000000001
2013-07-16,33070.00000000001
2013-07-17,33070.00000000001
2013-07-18,33070.00000000001
2013-07-19,33070.00000000001
2013-07-20,33070.00000000001
2013-07-21,33070.00000000001
2013-07-22,33070.00000000001
2013-07-23,33070.00000000001
2013-07-24,33070.00000000001
2013-07-25,33070.00000000001
2013-07-26,33070.00000000001
2013-07-27,33070.00000000001
2013-07-28,33070.00000000001
2013-07-29,33070.00000000001
2013-07-30,33070.00000000001
2013-07-31,39540.00000000001
2013-08-01,37430.00000000001
2013-08-02,37430.00000000001
2013-08-03,37430.00000000001
2013-08-04,37430.00000000001
2013-08-05,37430.00000000001
2013-08-06,37430.00000000001
2013-08-07,37430.00000000001
2013-08-08,36350.00000000001
2013-08-09,36350.00000000001
2013-08-10,36350.00000000001
2013-08-11,36350.00000000001
2013-08-12,36350.00000000001
2013-08-13,34380.00000000001
2013-08-14,34380.00000000001
2013-08-15,34380.00000000001
2013-08-16,34380.00000000001
2013-08-17,34380.00000000001
2013-08-18,34380.00000000001
2013-08-19,34380.00000000001
2013-08-20,34380.00000000001
2013-08-21,34380.00000000001
2013-08-22,32230.00000000002
2013-08-23,32230.00000000002
2013-08-24,32230.00000000002
2013-08-25,32230.00000000002
2013-08-26,29180.000000000022
2013-08-27,29180.000000000022
2013-08-28,29180.000000000022
2013-08-29,29180.000000000022
2013-08-30,29180.000000000022
2013-08-31,29180.000000000022
2013-09-01,29180.000000000022
2013-09-02,29180.000000000022
2013-09-03,29180.000000000022
2013-09-04,29180.000000000022
2013-09-05,29180.000000000022
2013-09-06,29180.000000000022
2013-09-07,29180.000000000022
2013-09-08,29180.000000000022
2013-09-09,29180.000000000022
2013-09-10,29180.000000000022
2013-09-11,29180.000000000022
2013-09-12,29180.000000000022
2013-09-13,29180.000000000022
2013-09-14,29180.000000000022
2013-09-15,29180.000000000022
2013-09-16,29180.000000000022
2013-09-17,28490.000000000022
2013-09-18,28490.000000000022
2013-09-19,28490.000000000022
2013-09-20,28490.000000000022
2013-09-21,28490.000000000022
2013-09-22,28490.000000000022
2013-09-23,28490.000000000022
2013-09-24,28490.000000000022
2013-09-25,28490.000000000022
2013-09-26,28490.000000000022
2013-09-27,28490.000000000022
2013-09-28,28490.000000000022
2013-09-29,28490.000000000022
2013-09-30,28490.000000000022
2013-10-01,28490.000000000022
2013-10-02,28490.000000000022
2013-10-03,28490.000000000022
2013-10-04,28490.000000000022
2013-10-05,28490.000000000022
2013-10-06,28490.000000000022
2013-10-07,28490.000000000022
2013-10-08,28490.000000000022
2013-10-09,28490.000000000022
2013-10-10,28490.000000000022
2013-10-11,28490.000000000022
2013-10-12,28490.000000000022
2013-10-13,28490.000000000022
2013-10-14,28490.000000000022
2013-10-15,28490.000000000022
2013-10-16,28490.000000000022
2013-10-17,28490.000000000022
2013-10-18,28490.000000000022
2013-10-19,28490.000000000022
2013-10-20,28490.000000000022
2013-10-21,28490.000000000022
2013-10-22,28490.000000000022
2013-10-23,28490.000000000022
2013-10-24,28490.000000000022
2013-10-25,28490.000000000022
2013-10-26,28490.000000000022
2013-10-27,28490.000000000022
2013-10-28,28490.000000000022
2013-10-29,28490.000000000022
2013-10-30,28490.000000000022
2013-10-31,28490.000000000022
2013-11-01,28490.000000000022
2013-11-02,28490.000000000022
2013-11-03,28490.000000000022
2013-11-04,28490.000000000022
2013-11-05,28490.000000000022
2013-11-06,28490.000000000022
2013-11-07,28490.000000000022
2013-11-08,28490.000000000022
2013-11-09,28490.000000000022
2013-11-10,28490.000000000022
2013-11-11,28490.000000000022
2013-11-12,28490.000000000022
2013-11-13,28490.000000000022
2013-11-14,28490.000000000022
2013-11-15,28490.000000000022
2013-11-16,28490.000000000022
2013-11-17,28490.000000000022
2013-11-18,28490.000000000022
2013-11-19,28490.000000000022
2013-11-20,28490.000000000022
2013-11-21,28490.000000000022
2013-11-22,28490.000000000022
2013-11-23,28490.000000000022
2013-11-24,28490.000000000022
2013-11-25,28490.000000000022
2013-11-26,28490.000000000022
2013-11-27,28490.000000000022
2013-11-28,28490.000000000022
2013-11-29,28490.000000000022
2013-11-30,28490.000000000022
2013-12-01,28490.000000000022
2013-12-02,28490.000000000022
2013-12-03,28490.000000000022
2013-12-04,38060.00000000003
2013-12-05,38060.00000000003
2013-12-06,38060.00000000003
2013-12-07,38060.00000000003
2013-12-08,38060.00000000003
2013-12-09,38060.00000000003
2013-12-10,38060.00000000003
2013-12-11,38060.00000000003
2013-12-12,38060.00000000003
2013-12-13,38060.00000000003
2013-12-14,38060.00000000003
2013-12-15,38060.00000000003
2013-12-16,38060.00000000003
2013-12-17,38060.00000000003
2013-12-18,38060.00000000003
2013-12-19,38060.00000000003
2013-12-20,38060.00000000003
2013-12-21,38060.00000000003
2013-12-22,38060.00000000003
2013-12-23,38060.00000000003
2013-12-24,38060.00000000003
2013-12-25,38060.00000000003
2013-12-26,38060.00000000003
2013-12-27,38060.00000000003
2013-12-28,38060.00000000003
2013-12-29,38060.00000000003
2013-12-30,38060.00000000003
2013-12-31,38060.00000000003
2014-01-01,38060.00000000003
2014-01-02,38060.00000000003
2014-01-03,36340.00000000003
2014-01-04,36340.00000000003
2014-01-05,36340.00000000003
2014-01-06,36340.00000000003
